epoch,matthews_corrcoef,confusion_matrix,f1_score,accuracy_score,loss
84,0.47787975199124433,"[[74053  8059]
 [ 6996  9967]]",0.5697219126011033,0.8480444107998991,0.009167619037810607
85,0.47357537287660606,"[[74036  8076]
 [ 7079  9884]]",0.5660452996592504,0.8470350744385566,0.009184103955432439
86,0.4766730615832562,"[[73900  8212]
 [ 6950 10013]]",0.5691144708423326,0.8469644208932626,0.009085525119003722
87,0.47819506668915107,"[[73600  8512]
 [ 6779 10184]]",0.5711881993325668,0.845662376987131,0.009209346948656258
88,0.4648511226596017,"[[73236  8876]
 [ 6898 10065]]",0.5606617647058824,0.8407872823618471,0.00883672468170827
89,0.47406118347697146,"[[74028  8084]
 [ 7065  9898]]",0.5664901988839606,0.8470956346202372,0.00922755015803821
90,0.4747288235385185,"[[74287  7825]
 [ 7173  9790]]",0.5662560009254439,0.8486197325258642,0.008538538469565583
91,0.4699520824303499,"[[72763  9349]
 [ 6580 10383]]",0.5659081618749149,0.8392228110017663,0.008982865768056228
92,0.47336147463474443,"[[74401  7711]
 [ 7256  9707]]",0.5646723480992408,0.8489326267978804,0.008532657837084248
93,0.47924333888287723,"[[74550  7562]
 [ 7204  9759]]",0.5693034651732586,0.8509613928841786,0.009020206589439996
94,0.4764763594863414,"[[74502  7610]
 [ 7239  9724]]",0.5670466804676793,0.8501236437042644,0.009196663792854066
95,0.48057464575416536,"[[75356  6756]
 [ 7575  9388]]",0.567130818255958,0.8553520060560181,0.009504644508102443
96,0.47628542045476985,"[[74276  7836]
 [ 7135  9828]]",0.5676495220492679,0.8488922533434267,0.00887209157771933
97,0.4869518172848877,"[[75158  6954]
 [ 7342  9621]]",0.5737372532649532,0.8557052737824881,0.008948810767988443
98,0.47643223683191704,"[[74090  8022]
 [ 7044  9919]]",0.568358927343571,0.8479333838001514,0.00845715733259552
99,0.4804404030337252,"[[75124  6988]
 [ 7461  9502]]",0.5680805906794607,0.8541609891496341,0.008778320765452359
100,0.4838204432352179,"[[74760  7352]
 [ 7210  9753]]",0.5725607608312787,0.8530204390613172,0.007989519975958129
